"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"90872" "Spectrum00137.asd" 325 0.03
"90873" "Spectrum00137.asd" 326 0.027
"90874" "Spectrum00137.asd" 327 0.032
"90875" "Spectrum00137.asd" 328 0.037
"90876" "Spectrum00137.asd" 329 0.034
"90877" "Spectrum00137.asd" 330 0.033
"90878" "Spectrum00137.asd" 331 0.036
"90879" "Spectrum00137.asd" 332 0.035
"90880" "Spectrum00137.asd" 333 0.035
"90881" "Spectrum00137.asd" 334 0.04
"90882" "Spectrum00137.asd" 335 0.04
"90883" "Spectrum00137.asd" 336 0.038
"90884" "Spectrum00137.asd" 337 0.032
"90885" "Spectrum00137.asd" 338 0.028
"90886" "Spectrum00137.asd" 339 0.029
"90887" "Spectrum00137.asd" 340 0.034
"90888" "Spectrum00137.asd" 341 0.037
"90889" "Spectrum00137.asd" 342 0.031
"90890" "Spectrum00137.asd" 343 0.027
"90891" "Spectrum00137.asd" 344 0.028
"90892" "Spectrum00137.asd" 345 0.033
"90893" "Spectrum00137.asd" 346 0.035
"90894" "Spectrum00137.asd" 347 0.03
"90895" "Spectrum00137.asd" 348 0.03
"90896" "Spectrum00137.asd" 349 0.033
"90897" "Spectrum00137.asd" 350 0.037
"90898" "Spectrum00137.asd" 351 0.035
"90899" "Spectrum00137.asd" 352 0.029
"90900" "Spectrum00137.asd" 353 0.02
"90901" "Spectrum00137.asd" 354 0.023
"90902" "Spectrum00137.asd" 355 0.042
"90903" "Spectrum00137.asd" 356 0.041
"90904" "Spectrum00137.asd" 357 0.028
"90905" "Spectrum00137.asd" 358 0.022
"90906" "Spectrum00137.asd" 359 0.023
"90907" "Spectrum00137.asd" 360 0.029
"90908" "Spectrum00137.asd" 361 0.023
"90909" "Spectrum00137.asd" 362 0.02
"90910" "Spectrum00137.asd" 363 0.027
"90911" "Spectrum00137.asd" 364 0.027
"90912" "Spectrum00137.asd" 365 0.02
"90913" "Spectrum00137.asd" 366 0.018
"90914" "Spectrum00137.asd" 367 0.017
"90915" "Spectrum00137.asd" 368 0.016
"90916" "Spectrum00137.asd" 369 0.02
"90917" "Spectrum00137.asd" 370 0.023
"90918" "Spectrum00137.asd" 371 0.018
"90919" "Spectrum00137.asd" 372 0.013
"90920" "Spectrum00137.asd" 373 0.01
"90921" "Spectrum00137.asd" 374 0.011
"90922" "Spectrum00137.asd" 375 0.013
"90923" "Spectrum00137.asd" 376 0.017
"90924" "Spectrum00137.asd" 377 0.02
"90925" "Spectrum00137.asd" 378 0.02
"90926" "Spectrum00137.asd" 379 0.016
"90927" "Spectrum00137.asd" 380 0.015
"90928" "Spectrum00137.asd" 381 0.016
"90929" "Spectrum00137.asd" 382 0.017
"90930" "Spectrum00137.asd" 383 0.017
"90931" "Spectrum00137.asd" 384 0.019
"90932" "Spectrum00137.asd" 385 0.02
"90933" "Spectrum00137.asd" 386 0.02
"90934" "Spectrum00137.asd" 387 0.016
"90935" "Spectrum00137.asd" 388 0.015
"90936" "Spectrum00137.asd" 389 0.017
"90937" "Spectrum00137.asd" 390 0.018
"90938" "Spectrum00137.asd" 391 0.019
"90939" "Spectrum00137.asd" 392 0.019
"90940" "Spectrum00137.asd" 393 0.018
"90941" "Spectrum00137.asd" 394 0.016
"90942" "Spectrum00137.asd" 395 0.016
"90943" "Spectrum00137.asd" 396 0.016
"90944" "Spectrum00137.asd" 397 0.015
"90945" "Spectrum00137.asd" 398 0.014
"90946" "Spectrum00137.asd" 399 0.014
"90947" "Spectrum00137.asd" 400 0.015
"90948" "Spectrum00137.asd" 401 0.015
"90949" "Spectrum00137.asd" 402 0.015
"90950" "Spectrum00137.asd" 403 0.015
"90951" "Spectrum00137.asd" 404 0.015
"90952" "Spectrum00137.asd" 405 0.013
"90953" "Spectrum00137.asd" 406 0.015
"90954" "Spectrum00137.asd" 407 0.018
"90955" "Spectrum00137.asd" 408 0.015
"90956" "Spectrum00137.asd" 409 0.012
"90957" "Spectrum00137.asd" 410 0.013
"90958" "Spectrum00137.asd" 411 0.015
"90959" "Spectrum00137.asd" 412 0.017
"90960" "Spectrum00137.asd" 413 0.019
"90961" "Spectrum00137.asd" 414 0.019
"90962" "Spectrum00137.asd" 415 0.018
"90963" "Spectrum00137.asd" 416 0.017
"90964" "Spectrum00137.asd" 417 0.016
"90965" "Spectrum00137.asd" 418 0.018
"90966" "Spectrum00137.asd" 419 0.019
"90967" "Spectrum00137.asd" 420 0.019
"90968" "Spectrum00137.asd" 421 0.018
"90969" "Spectrum00137.asd" 422 0.018
"90970" "Spectrum00137.asd" 423 0.019
"90971" "Spectrum00137.asd" 424 0.017
"90972" "Spectrum00137.asd" 425 0.015
"90973" "Spectrum00137.asd" 426 0.015
"90974" "Spectrum00137.asd" 427 0.017
"90975" "Spectrum00137.asd" 428 0.019
"90976" "Spectrum00137.asd" 429 0.016
"90977" "Spectrum00137.asd" 430 0.016
"90978" "Spectrum00137.asd" 431 0.021
"90979" "Spectrum00137.asd" 432 0.02
"90980" "Spectrum00137.asd" 433 0.016
"90981" "Spectrum00137.asd" 434 0.016
"90982" "Spectrum00137.asd" 435 0.016
"90983" "Spectrum00137.asd" 436 0.017
"90984" "Spectrum00137.asd" 437 0.018
"90985" "Spectrum00137.asd" 438 0.019
"90986" "Spectrum00137.asd" 439 0.018
"90987" "Spectrum00137.asd" 440 0.017
"90988" "Spectrum00137.asd" 441 0.015
"90989" "Spectrum00137.asd" 442 0.017
"90990" "Spectrum00137.asd" 443 0.018
"90991" "Spectrum00137.asd" 444 0.018
"90992" "Spectrum00137.asd" 445 0.017
"90993" "Spectrum00137.asd" 446 0.016
"90994" "Spectrum00137.asd" 447 0.016
"90995" "Spectrum00137.asd" 448 0.018
"90996" "Spectrum00137.asd" 449 0.019
"90997" "Spectrum00137.asd" 450 0.019
"90998" "Spectrum00137.asd" 451 0.018
"90999" "Spectrum00137.asd" 452 0.017
"91000" "Spectrum00137.asd" 453 0.018
"91001" "Spectrum00137.asd" 454 0.019
"91002" "Spectrum00137.asd" 455 0.019
"91003" "Spectrum00137.asd" 456 0.019
"91004" "Spectrum00137.asd" 457 0.019
"91005" "Spectrum00137.asd" 458 0.019
"91006" "Spectrum00137.asd" 459 0.019
"91007" "Spectrum00137.asd" 460 0.018
"91008" "Spectrum00137.asd" 461 0.018
"91009" "Spectrum00137.asd" 462 0.018
"91010" "Spectrum00137.asd" 463 0.019
"91011" "Spectrum00137.asd" 464 0.02
"91012" "Spectrum00137.asd" 465 0.021
"91013" "Spectrum00137.asd" 466 0.02
"91014" "Spectrum00137.asd" 467 0.019
"91015" "Spectrum00137.asd" 468 0.018
"91016" "Spectrum00137.asd" 469 0.019
"91017" "Spectrum00137.asd" 470 0.019
"91018" "Spectrum00137.asd" 471 0.02
"91019" "Spectrum00137.asd" 472 0.02
"91020" "Spectrum00137.asd" 473 0.019
"91021" "Spectrum00137.asd" 474 0.018
"91022" "Spectrum00137.asd" 475 0.018
"91023" "Spectrum00137.asd" 476 0.019
"91024" "Spectrum00137.asd" 477 0.019
"91025" "Spectrum00137.asd" 478 0.019
"91026" "Spectrum00137.asd" 479 0.019
"91027" "Spectrum00137.asd" 480 0.019
"91028" "Spectrum00137.asd" 481 0.02
