"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"116406" "Spectrum00183.asd" 325 0.03
"116407" "Spectrum00183.asd" 326 0.032
"116408" "Spectrum00183.asd" 327 0.023
"116409" "Spectrum00183.asd" 328 0.017
"116410" "Spectrum00183.asd" 329 0.029
"116411" "Spectrum00183.asd" 330 0.032
"116412" "Spectrum00183.asd" 331 0.024
"116413" "Spectrum00183.asd" 332 0.018
"116414" "Spectrum00183.asd" 333 0.019
"116415" "Spectrum00183.asd" 334 0.031
"116416" "Spectrum00183.asd" 335 0.035
"116417" "Spectrum00183.asd" 336 0.034
"116418" "Spectrum00183.asd" 337 0.03
"116419" "Spectrum00183.asd" 338 0.033
"116420" "Spectrum00183.asd" 339 0.041
"116421" "Spectrum00183.asd" 340 0.037
"116422" "Spectrum00183.asd" 341 0.029
"116423" "Spectrum00183.asd" 342 0.026
"116424" "Spectrum00183.asd" 343 0.018
"116425" "Spectrum00183.asd" 344 0.012
"116426" "Spectrum00183.asd" 345 0.031
"116427" "Spectrum00183.asd" 346 0.043
"116428" "Spectrum00183.asd" 347 0.039
"116429" "Spectrum00183.asd" 348 0.031
"116430" "Spectrum00183.asd" 349 0.026
"116431" "Spectrum00183.asd" 350 0.029
"116432" "Spectrum00183.asd" 351 0.03
"116433" "Spectrum00183.asd" 352 0.026
"116434" "Spectrum00183.asd" 353 0.022
"116435" "Spectrum00183.asd" 354 0.025
"116436" "Spectrum00183.asd" 355 0.037
"116437" "Spectrum00183.asd" 356 0.036
"116438" "Spectrum00183.asd" 357 0.028
"116439" "Spectrum00183.asd" 358 0.025
"116440" "Spectrum00183.asd" 359 0.021
"116441" "Spectrum00183.asd" 360 0.017
"116442" "Spectrum00183.asd" 361 0.018
"116443" "Spectrum00183.asd" 362 0.018
"116444" "Spectrum00183.asd" 363 0.01
"116445" "Spectrum00183.asd" 364 0.015
"116446" "Spectrum00183.asd" 365 0.026
"116447" "Spectrum00183.asd" 366 0.02
"116448" "Spectrum00183.asd" 367 0.017
"116449" "Spectrum00183.asd" 368 0.02
"116450" "Spectrum00183.asd" 369 0.02
"116451" "Spectrum00183.asd" 370 0.017
"116452" "Spectrum00183.asd" 371 0.011
"116453" "Spectrum00183.asd" 372 0.009
"116454" "Spectrum00183.asd" 373 0.011
"116455" "Spectrum00183.asd" 374 0.013
"116456" "Spectrum00183.asd" 375 0.015
"116457" "Spectrum00183.asd" 376 0.015
"116458" "Spectrum00183.asd" 377 0.016
"116459" "Spectrum00183.asd" 378 0.017
"116460" "Spectrum00183.asd" 379 0.015
"116461" "Spectrum00183.asd" 380 0.014
"116462" "Spectrum00183.asd" 381 0.015
"116463" "Spectrum00183.asd" 382 0.013
"116464" "Spectrum00183.asd" 383 0.012
"116465" "Spectrum00183.asd" 384 0.016
"116466" "Spectrum00183.asd" 385 0.018
