"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"69844" "Spectrum00109.asd" 325 0.039
"69845" "Spectrum00109.asd" 326 0.04
"69846" "Spectrum00109.asd" 327 0.036
"69847" "Spectrum00109.asd" 328 0.031
"69848" "Spectrum00109.asd" 329 0.034
"69849" "Spectrum00109.asd" 330 0.038
"69850" "Spectrum00109.asd" 331 0.042
"69851" "Spectrum00109.asd" 332 0.04
"69852" "Spectrum00109.asd" 333 0.036
"69853" "Spectrum00109.asd" 334 0.032
"69854" "Spectrum00109.asd" 335 0.037
"69855" "Spectrum00109.asd" 336 0.045
"69856" "Spectrum00109.asd" 337 0.045
"69857" "Spectrum00109.asd" 338 0.039
"69858" "Spectrum00109.asd" 339 0.03
"69859" "Spectrum00109.asd" 340 0.03
"69860" "Spectrum00109.asd" 341 0.032
"69861" "Spectrum00109.asd" 342 0.032
"69862" "Spectrum00109.asd" 343 0.031
"69863" "Spectrum00109.asd" 344 0.032
"69864" "Spectrum00109.asd" 345 0.041
"69865" "Spectrum00109.asd" 346 0.046
"69866" "Spectrum00109.asd" 347 0.043
"69867" "Spectrum00109.asd" 348 0.032
"69868" "Spectrum00109.asd" 349 0.024
"69869" "Spectrum00109.asd" 350 0.027
"69870" "Spectrum00109.asd" 351 0.036
"69871" "Spectrum00109.asd" 352 0.044
"69872" "Spectrum00109.asd" 353 0.032
"69873" "Spectrum00109.asd" 354 0.027
"69874" "Spectrum00109.asd" 355 0.041
"69875" "Spectrum00109.asd" 356 0.034
"69876" "Spectrum00109.asd" 357 0.02
"69877" "Spectrum00109.asd" 358 0.027
"69878" "Spectrum00109.asd" 359 0.035
"69879" "Spectrum00109.asd" 360 0.036
"69880" "Spectrum00109.asd" 361 0.028
"69881" "Spectrum00109.asd" 362 0.022
"69882" "Spectrum00109.asd" 363 0.027
"69883" "Spectrum00109.asd" 364 0.032
"69884" "Spectrum00109.asd" 365 0.034
"69885" "Spectrum00109.asd" 366 0.031
"69886" "Spectrum00109.asd" 367 0.029
"69887" "Spectrum00109.asd" 368 0.028
"69888" "Spectrum00109.asd" 369 0.025
"69889" "Spectrum00109.asd" 370 0.022
"69890" "Spectrum00109.asd" 371 0.026
"69891" "Spectrum00109.asd" 372 0.023
"69892" "Spectrum00109.asd" 373 0.015
"69893" "Spectrum00109.asd" 374 0.019
"69894" "Spectrum00109.asd" 375 0.026
"69895" "Spectrum00109.asd" 376 0.028
"69896" "Spectrum00109.asd" 377 0.026
"69897" "Spectrum00109.asd" 378 0.023
"69898" "Spectrum00109.asd" 379 0.023
"69899" "Spectrum00109.asd" 380 0.025
"69900" "Spectrum00109.asd" 381 0.027
"69901" "Spectrum00109.asd" 382 0.026
"69902" "Spectrum00109.asd" 383 0.025
"69903" "Spectrum00109.asd" 384 0.028
"69904" "Spectrum00109.asd" 385 0.029
"69905" "Spectrum00109.asd" 386 0.027
"69906" "Spectrum00109.asd" 387 0.027
"69907" "Spectrum00109.asd" 388 0.025
"69908" "Spectrum00109.asd" 389 0.021
"69909" "Spectrum00109.asd" 390 0.02
"69910" "Spectrum00109.asd" 391 0.022
"69911" "Spectrum00109.asd" 392 0.026
"69912" "Spectrum00109.asd" 393 0.026
"69913" "Spectrum00109.asd" 394 0.023
"69914" "Spectrum00109.asd" 395 0.024
"69915" "Spectrum00109.asd" 396 0.026
"69916" "Spectrum00109.asd" 397 0.025
"69917" "Spectrum00109.asd" 398 0.022
"69918" "Spectrum00109.asd" 399 0.019
"69919" "Spectrum00109.asd" 400 0.022
"69920" "Spectrum00109.asd" 401 0.023
"69921" "Spectrum00109.asd" 402 0.021
"69922" "Spectrum00109.asd" 403 0.022
"69923" "Spectrum00109.asd" 404 0.023
"69924" "Spectrum00109.asd" 405 0.02
"69925" "Spectrum00109.asd" 406 0.022
"69926" "Spectrum00109.asd" 407 0.025
"69927" "Spectrum00109.asd" 408 0.023
"69928" "Spectrum00109.asd" 409 0.021
"69929" "Spectrum00109.asd" 410 0.021
"69930" "Spectrum00109.asd" 411 0.023
"69931" "Spectrum00109.asd" 412 0.025
"69932" "Spectrum00109.asd" 413 0.026
"69933" "Spectrum00109.asd" 414 0.027
"69934" "Spectrum00109.asd" 415 0.028
"69935" "Spectrum00109.asd" 416 0.028
"69936" "Spectrum00109.asd" 417 0.027
