"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"147197" "Spectrum00260.asd" 325 0.027
"147198" "Spectrum00260.asd" 326 0.049
"147199" "Spectrum00260.asd" 327 0.037
"147200" "Spectrum00260.asd" 328 0.017
"147201" "Spectrum00260.asd" 329 0.025
"147202" "Spectrum00260.asd" 330 0.035
"147203" "Spectrum00260.asd" 331 0.038
"147204" "Spectrum00260.asd" 332 0.025
"147205" "Spectrum00260.asd" 333 0.021
"147206" "Spectrum00260.asd" 334 0.039
"147207" "Spectrum00260.asd" 335 0.041
"147208" "Spectrum00260.asd" 336 0.034
"147209" "Spectrum00260.asd" 337 0.039
"147210" "Spectrum00260.asd" 338 0.038
"147211" "Spectrum00260.asd" 339 0.029
"147212" "Spectrum00260.asd" 340 0.026
"147213" "Spectrum00260.asd" 341 0.028
"147214" "Spectrum00260.asd" 342 0.032
"147215" "Spectrum00260.asd" 343 0.037
"147216" "Spectrum00260.asd" 344 0.04
"147217" "Spectrum00260.asd" 345 0.048
"147218" "Spectrum00260.asd" 346 0.049
"147219" "Spectrum00260.asd" 347 0.04
"147220" "Spectrum00260.asd" 348 0.031
"147221" "Spectrum00260.asd" 349 0.026
"147222" "Spectrum00260.asd" 350 0.03
"147223" "Spectrum00260.asd" 351 0.027
"147224" "Spectrum00260.asd" 352 0.019
"147225" "Spectrum00260.asd" 353 0.017
"147226" "Spectrum00260.asd" 354 0.027
"147227" "Spectrum00260.asd" 355 0.047
"147228" "Spectrum00260.asd" 356 0.038
"147229" "Spectrum00260.asd" 357 0.019
"147230" "Spectrum00260.asd" 358 0.029
"147231" "Spectrum00260.asd" 359 0.034
"147232" "Spectrum00260.asd" 360 0.028
"147233" "Spectrum00260.asd" 361 0.02
"147234" "Spectrum00260.asd" 362 0.017
"147235" "Spectrum00260.asd" 363 0.024
"147236" "Spectrum00260.asd" 364 0.025
"147237" "Spectrum00260.asd" 365 0.021
"147238" "Spectrum00260.asd" 366 0.021
"147239" "Spectrum00260.asd" 367 0.02
"147240" "Spectrum00260.asd" 368 0.018
"147241" "Spectrum00260.asd" 369 0.02
"147242" "Spectrum00260.asd" 370 0.021
"147243" "Spectrum00260.asd" 371 0.014
"147244" "Spectrum00260.asd" 372 0.011
"147245" "Spectrum00260.asd" 373 0.012
"147246" "Spectrum00260.asd" 374 0.014
"147247" "Spectrum00260.asd" 375 0.018
"147248" "Spectrum00260.asd" 376 0.024
"147249" "Spectrum00260.asd" 377 0.022
"147250" "Spectrum00260.asd" 378 0.018
"147251" "Spectrum00260.asd" 379 0.018
"147252" "Spectrum00260.asd" 380 0.017
"147253" "Spectrum00260.asd" 381 0.016
"147254" "Spectrum00260.asd" 382 0.015
"147255" "Spectrum00260.asd" 383 0.016
"147256" "Spectrum00260.asd" 384 0.018
"147257" "Spectrum00260.asd" 385 0.018
"147258" "Spectrum00260.asd" 386 0.017
"147259" "Spectrum00260.asd" 387 0.016
"147260" "Spectrum00260.asd" 388 0.016
"147261" "Spectrum00260.asd" 389 0.016
"147262" "Spectrum00260.asd" 390 0.016
"147263" "Spectrum00260.asd" 391 0.018
"147264" "Spectrum00260.asd" 392 0.02
"147265" "Spectrum00260.asd" 393 0.018
"147266" "Spectrum00260.asd" 394 0.014
"147267" "Spectrum00260.asd" 395 0.013
"147268" "Spectrum00260.asd" 396 0.015
"147269" "Spectrum00260.asd" 397 0.019
"147270" "Spectrum00260.asd" 398 0.015
"147271" "Spectrum00260.asd" 399 0.009
"147272" "Spectrum00260.asd" 400 0.009
"147273" "Spectrum00260.asd" 401 0.011
"147274" "Spectrum00260.asd" 402 0.014
"147275" "Spectrum00260.asd" 403 0.013
"147276" "Spectrum00260.asd" 404 0.011
"147277" "Spectrum00260.asd" 405 0.011
"147278" "Spectrum00260.asd" 406 0.013
"147279" "Spectrum00260.asd" 407 0.015
"147280" "Spectrum00260.asd" 408 0.015
"147281" "Spectrum00260.asd" 409 0.014
"147282" "Spectrum00260.asd" 410 0.014
"147283" "Spectrum00260.asd" 411 0.013
"147284" "Spectrum00260.asd" 412 0.014
"147285" "Spectrum00260.asd" 413 0.015
"147286" "Spectrum00260.asd" 414 0.017
"147287" "Spectrum00260.asd" 415 0.018
"147288" "Spectrum00260.asd" 416 0.016
"147289" "Spectrum00260.asd" 417 0.014
"147290" "Spectrum00260.asd" 418 0.014
"147291" "Spectrum00260.asd" 419 0.016
"147292" "Spectrum00260.asd" 420 0.018
"147293" "Spectrum00260.asd" 421 0.016
"147294" "Spectrum00260.asd" 422 0.015
"147295" "Spectrum00260.asd" 423 0.018
"147296" "Spectrum00260.asd" 424 0.019
"147297" "Spectrum00260.asd" 425 0.018
"147298" "Spectrum00260.asd" 426 0.02
"147299" "Spectrum00260.asd" 427 0.019
"147300" "Spectrum00260.asd" 428 0.018
"147301" "Spectrum00260.asd" 429 0.017
"147302" "Spectrum00260.asd" 430 0.017
"147303" "Spectrum00260.asd" 431 0.019
"147304" "Spectrum00260.asd" 432 0.019
"147305" "Spectrum00260.asd" 433 0.018
"147306" "Spectrum00260.asd" 434 0.016
"147307" "Spectrum00260.asd" 435 0.016
"147308" "Spectrum00260.asd" 436 0.016
"147309" "Spectrum00260.asd" 437 0.018
"147310" "Spectrum00260.asd" 438 0.018
"147311" "Spectrum00260.asd" 439 0.017
"147312" "Spectrum00260.asd" 440 0.016
"147313" "Spectrum00260.asd" 441 0.017
"147314" "Spectrum00260.asd" 442 0.017
"147315" "Spectrum00260.asd" 443 0.017
"147316" "Spectrum00260.asd" 444 0.018
"147317" "Spectrum00260.asd" 445 0.019
"147318" "Spectrum00260.asd" 446 0.019
"147319" "Spectrum00260.asd" 447 0.019
"147320" "Spectrum00260.asd" 448 0.019
"147321" "Spectrum00260.asd" 449 0.019
"147322" "Spectrum00260.asd" 450 0.018
"147323" "Spectrum00260.asd" 451 0.017
"147324" "Spectrum00260.asd" 452 0.018
"147325" "Spectrum00260.asd" 453 0.018
"147326" "Spectrum00260.asd" 454 0.019
"147327" "Spectrum00260.asd" 455 0.02
"147328" "Spectrum00260.asd" 456 0.02
"147329" "Spectrum00260.asd" 457 0.019
"147330" "Spectrum00260.asd" 458 0.019
"147331" "Spectrum00260.asd" 459 0.019
"147332" "Spectrum00260.asd" 460 0.018
"147333" "Spectrum00260.asd" 461 0.017
"147334" "Spectrum00260.asd" 462 0.018
"147335" "Spectrum00260.asd" 463 0.019
"147336" "Spectrum00260.asd" 464 0.019
"147337" "Spectrum00260.asd" 465 0.02
"147338" "Spectrum00260.asd" 466 0.02
"147339" "Spectrum00260.asd" 467 0.019
