"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"102888" "Spectrum00159.asd" 325 0.037
"102889" "Spectrum00159.asd" 326 0.029
"102890" "Spectrum00159.asd" 327 0.037
"102891" "Spectrum00159.asd" 328 0.046
"102892" "Spectrum00159.asd" 329 0.041
"102893" "Spectrum00159.asd" 330 0.037
"102894" "Spectrum00159.asd" 331 0.036
"102895" "Spectrum00159.asd" 332 0.035
"102896" "Spectrum00159.asd" 333 0.038
"102897" "Spectrum00159.asd" 334 0.045
"102898" "Spectrum00159.asd" 335 0.048
"102899" "Spectrum00159.asd" 336 0.046
"102900" "Spectrum00159.asd" 337 0.044
"102901" "Spectrum00159.asd" 338 0.043
"102902" "Spectrum00159.asd" 339 0.04
"102903" "Spectrum00159.asd" 340 0.036
"102904" "Spectrum00159.asd" 341 0.033
"102905" "Spectrum00159.asd" 342 0.032
"102906" "Spectrum00159.asd" 343 0.036
"102907" "Spectrum00159.asd" 344 0.041
"102908" "Spectrum00159.asd" 345 0.036
"102909" "Spectrum00159.asd" 346 0.034
"102910" "Spectrum00159.asd" 347 0.038
"102911" "Spectrum00159.asd" 348 0.032
"102912" "Spectrum00159.asd" 349 0.024
"102913" "Spectrum00159.asd" 350 0.02
"102914" "Spectrum00159.asd" 351 0.022
"102915" "Spectrum00159.asd" 352 0.027
"102916" "Spectrum00159.asd" 353 0.03
"102917" "Spectrum00159.asd" 354 0.035
"102918" "Spectrum00159.asd" 355 0.042
"102919" "Spectrum00159.asd" 356 0.036
"102920" "Spectrum00159.asd" 357 0.025
"102921" "Spectrum00159.asd" 358 0.023
"102922" "Spectrum00159.asd" 359 0.026
"102923" "Spectrum00159.asd" 360 0.031
"102924" "Spectrum00159.asd" 361 0.028
"102925" "Spectrum00159.asd" 362 0.023
"102926" "Spectrum00159.asd" 363 0.021
"102927" "Spectrum00159.asd" 364 0.024
"102928" "Spectrum00159.asd" 365 0.027
"102929" "Spectrum00159.asd" 366 0.026
"102930" "Spectrum00159.asd" 367 0.023
"102931" "Spectrum00159.asd" 368 0.021
"102932" "Spectrum00159.asd" 369 0.023
"102933" "Spectrum00159.asd" 370 0.024
"102934" "Spectrum00159.asd" 371 0.017
"102935" "Spectrum00159.asd" 372 0.013
"102936" "Spectrum00159.asd" 373 0.014
"102937" "Spectrum00159.asd" 374 0.018
"102938" "Spectrum00159.asd" 375 0.022
"102939" "Spectrum00159.asd" 376 0.025
"102940" "Spectrum00159.asd" 377 0.024
"102941" "Spectrum00159.asd" 378 0.022
"102942" "Spectrum00159.asd" 379 0.02
"102943" "Spectrum00159.asd" 380 0.019
"102944" "Spectrum00159.asd" 381 0.02
"102945" "Spectrum00159.asd" 382 0.02
"102946" "Spectrum00159.asd" 383 0.019
"102947" "Spectrum00159.asd" 384 0.016
"102948" "Spectrum00159.asd" 385 0.017
"102949" "Spectrum00159.asd" 386 0.019
"102950" "Spectrum00159.asd" 387 0.016
"102951" "Spectrum00159.asd" 388 0.016
"102952" "Spectrum00159.asd" 389 0.019
"102953" "Spectrum00159.asd" 390 0.02
"102954" "Spectrum00159.asd" 391 0.019
"102955" "Spectrum00159.asd" 392 0.02
"102956" "Spectrum00159.asd" 393 0.02
"102957" "Spectrum00159.asd" 394 0.02
"102958" "Spectrum00159.asd" 395 0.021
"102959" "Spectrum00159.asd" 396 0.021
"102960" "Spectrum00159.asd" 397 0.02
"102961" "Spectrum00159.asd" 398 0.018
"102962" "Spectrum00159.asd" 399 0.017
"102963" "Spectrum00159.asd" 400 0.016
"102964" "Spectrum00159.asd" 401 0.015
"102965" "Spectrum00159.asd" 402 0.015
"102966" "Spectrum00159.asd" 403 0.017
"102967" "Spectrum00159.asd" 404 0.017
"102968" "Spectrum00159.asd" 405 0.014
"102969" "Spectrum00159.asd" 406 0.015
"102970" "Spectrum00159.asd" 407 0.018
"102971" "Spectrum00159.asd" 408 0.015
"102972" "Spectrum00159.asd" 409 0.013
"102973" "Spectrum00159.asd" 410 0.013
"102974" "Spectrum00159.asd" 411 0.013
"102975" "Spectrum00159.asd" 412 0.014
"102976" "Spectrum00159.asd" 413 0.017
"102977" "Spectrum00159.asd" 414 0.02
"102978" "Spectrum00159.asd" 415 0.02
"102979" "Spectrum00159.asd" 416 0.018
"102980" "Spectrum00159.asd" 417 0.016
"102981" "Spectrum00159.asd" 418 0.016
"102982" "Spectrum00159.asd" 419 0.016
"102983" "Spectrum00159.asd" 420 0.017
"102984" "Spectrum00159.asd" 421 0.017
"102985" "Spectrum00159.asd" 422 0.018
"102986" "Spectrum00159.asd" 423 0.021
"102987" "Spectrum00159.asd" 424 0.02
"102988" "Spectrum00159.asd" 425 0.018
"102989" "Spectrum00159.asd" 426 0.017
"102990" "Spectrum00159.asd" 427 0.017
"102991" "Spectrum00159.asd" 428 0.017
"102992" "Spectrum00159.asd" 429 0.016
"102993" "Spectrum00159.asd" 430 0.017
"102994" "Spectrum00159.asd" 431 0.022
"102995" "Spectrum00159.asd" 432 0.02
"102996" "Spectrum00159.asd" 433 0.016
"102997" "Spectrum00159.asd" 434 0.017
"102998" "Spectrum00159.asd" 435 0.018
"102999" "Spectrum00159.asd" 436 0.018
"103000" "Spectrum00159.asd" 437 0.018
"103001" "Spectrum00159.asd" 438 0.018
"103002" "Spectrum00159.asd" 439 0.018
"103003" "Spectrum00159.asd" 440 0.017
"103004" "Spectrum00159.asd" 441 0.015
"103005" "Spectrum00159.asd" 442 0.016
"103006" "Spectrum00159.asd" 443 0.017
"103007" "Spectrum00159.asd" 444 0.02
"103008" "Spectrum00159.asd" 445 0.02
"103009" "Spectrum00159.asd" 446 0.02
"103010" "Spectrum00159.asd" 447 0.019
"103011" "Spectrum00159.asd" 448 0.019
"103012" "Spectrum00159.asd" 449 0.02
"103013" "Spectrum00159.asd" 450 0.018
"103014" "Spectrum00159.asd" 451 0.017
"103015" "Spectrum00159.asd" 452 0.017
"103016" "Spectrum00159.asd" 453 0.018
"103017" "Spectrum00159.asd" 454 0.019
"103018" "Spectrum00159.asd" 455 0.019
"103019" "Spectrum00159.asd" 456 0.02
"103020" "Spectrum00159.asd" 457 0.02
"103021" "Spectrum00159.asd" 458 0.019
"103022" "Spectrum00159.asd" 459 0.018
"103023" "Spectrum00159.asd" 460 0.018
"103024" "Spectrum00159.asd" 461 0.018
"103025" "Spectrum00159.asd" 462 0.019
"103026" "Spectrum00159.asd" 463 0.02
"103027" "Spectrum00159.asd" 464 0.02
"103028" "Spectrum00159.asd" 465 0.019
"103029" "Spectrum00159.asd" 466 0.019
"103030" "Spectrum00159.asd" 467 0.02
"103031" "Spectrum00159.asd" 468 0.019
"103032" "Spectrum00159.asd" 469 0.019
"103033" "Spectrum00159.asd" 470 0.02
"103034" "Spectrum00159.asd" 471 0.02
"103035" "Spectrum00159.asd" 472 0.02
"103036" "Spectrum00159.asd" 473 0.02
"103037" "Spectrum00159.asd" 474 0.019
"103038" "Spectrum00159.asd" 475 0.019
"103039" "Spectrum00159.asd" 476 0.021
"103040" "Spectrum00159.asd" 477 0.021
"103041" "Spectrum00159.asd" 478 0.02
"103042" "Spectrum00159.asd" 479 0.02
"103043" "Spectrum00159.asd" 480 0.021
"103044" "Spectrum00159.asd" 481 0.021
"103045" "Spectrum00159.asd" 482 0.021
"103046" "Spectrum00159.asd" 483 0.021
"103047" "Spectrum00159.asd" 484 0.021
"103048" "Spectrum00159.asd" 485 0.02
"103049" "Spectrum00159.asd" 486 0.021
"103050" "Spectrum00159.asd" 487 0.02
"103051" "Spectrum00159.asd" 488 0.02
"103052" "Spectrum00159.asd" 489 0.021
"103053" "Spectrum00159.asd" 490 0.021
"103054" "Spectrum00159.asd" 491 0.021
"103055" "Spectrum00159.asd" 492 0.021
"103056" "Spectrum00159.asd" 493 0.021
"103057" "Spectrum00159.asd" 494 0.021
"103058" "Spectrum00159.asd" 495 0.02
"103059" "Spectrum00159.asd" 496 0.02
"103060" "Spectrum00159.asd" 497 0.022
"103061" "Spectrum00159.asd" 498 0.022
"103062" "Spectrum00159.asd" 499 0.021
"103063" "Spectrum00159.asd" 500 0.022
"103064" "Spectrum00159.asd" 501 0.023
"103065" "Spectrum00159.asd" 502 0.024
"103066" "Spectrum00159.asd" 503 0.025
"103067" "Spectrum00159.asd" 504 0.026
"103068" "Spectrum00159.asd" 505 0.026
"103069" "Spectrum00159.asd" 506 0.026
"103070" "Spectrum00159.asd" 507 0.026
"103071" "Spectrum00159.asd" 508 0.029
"103072" "Spectrum00159.asd" 509 0.031
"103073" "Spectrum00159.asd" 510 0.031
"103074" "Spectrum00159.asd" 511 0.03
"103075" "Spectrum00159.asd" 512 0.031
"103076" "Spectrum00159.asd" 513 0.032
"103077" "Spectrum00159.asd" 514 0.033
"103078" "Spectrum00159.asd" 515 0.034
"103079" "Spectrum00159.asd" 516 0.035
"103080" "Spectrum00159.asd" 517 0.036
"103081" "Spectrum00159.asd" 518 0.038
"103082" "Spectrum00159.asd" 519 0.041
"103083" "Spectrum00159.asd" 520 0.042
"103084" "Spectrum00159.asd" 521 0.043
"103085" "Spectrum00159.asd" 522 0.043
"103086" "Spectrum00159.asd" 523 0.042
"103087" "Spectrum00159.asd" 524 0.043
"103088" "Spectrum00159.asd" 525 0.046
"103089" "Spectrum00159.asd" 526 0.048
"103090" "Spectrum00159.asd" 527 0.049
"103091" "Spectrum00159.asd" 528 0.05
"103092" "Spectrum00159.asd" 529 0.05
"103093" "Spectrum00159.asd" 530 0.051
"103094" "Spectrum00159.asd" 531 0.051
"103095" "Spectrum00159.asd" 532 0.052
"103096" "Spectrum00159.asd" 533 0.054
"103097" "Spectrum00159.asd" 534 0.055
"103098" "Spectrum00159.asd" 535 0.054
"103099" "Spectrum00159.asd" 536 0.054
