"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"131426" "Spectrum00209.asd" 325 0.041
"131427" "Spectrum00209.asd" 326 0.047
"131428" "Spectrum00209.asd" 327 0.05
"131429" "Spectrum00209.asd" 328 0.049
"131430" "Spectrum00209.asd" 329 0.044
"131431" "Spectrum00209.asd" 330 0.045
"131432" "Spectrum00209.asd" 331 0.051
"131433" "Spectrum00209.asd" 332 0.048
"131434" "Spectrum00209.asd" 333 0.043
"131435" "Spectrum00209.asd" 334 0.04
"131436" "Spectrum00209.asd" 335 0.046
"131437" "Spectrum00209.asd" 336 0.053
"131438" "Spectrum00209.asd" 337 0.044
"131439" "Spectrum00209.asd" 338 0.041
"131440" "Spectrum00209.asd" 339 0.048
"131441" "Spectrum00209.asd" 340 0.043
"131442" "Spectrum00209.asd" 341 0.035
"131443" "Spectrum00209.asd" 342 0.032
"131444" "Spectrum00209.asd" 343 0.033
"131445" "Spectrum00209.asd" 344 0.037
"131446" "Spectrum00209.asd" 345 0.043
"131447" "Spectrum00209.asd" 346 0.046
"131448" "Spectrum00209.asd" 347 0.045
"131449" "Spectrum00209.asd" 348 0.042
"131450" "Spectrum00209.asd" 349 0.038
"131451" "Spectrum00209.asd" 350 0.034
"131452" "Spectrum00209.asd" 351 0.035
"131453" "Spectrum00209.asd" 352 0.039
"131454" "Spectrum00209.asd" 353 0.036
"131455" "Spectrum00209.asd" 354 0.035
"131456" "Spectrum00209.asd" 355 0.041
"131457" "Spectrum00209.asd" 356 0.042
"131458" "Spectrum00209.asd" 357 0.036
"131459" "Spectrum00209.asd" 358 0.028
"131460" "Spectrum00209.asd" 359 0.024
"131461" "Spectrum00209.asd" 360 0.026
"131462" "Spectrum00209.asd" 361 0.02
"131463" "Spectrum00209.asd" 362 0.018
"131464" "Spectrum00209.asd" 363 0.027
"131465" "Spectrum00209.asd" 364 0.032
"131466" "Spectrum00209.asd" 365 0.031
"131467" "Spectrum00209.asd" 366 0.026
"131468" "Spectrum00209.asd" 367 0.025
"131469" "Spectrum00209.asd" 368 0.028
"131470" "Spectrum00209.asd" 369 0.03
"131471" "Spectrum00209.asd" 370 0.03
"131472" "Spectrum00209.asd" 371 0.026
"131473" "Spectrum00209.asd" 372 0.019
"131474" "Spectrum00209.asd" 373 0.013
"131475" "Spectrum00209.asd" 374 0.017
"131476" "Spectrum00209.asd" 375 0.022
"131477" "Spectrum00209.asd" 376 0.022
"131478" "Spectrum00209.asd" 377 0.025
"131479" "Spectrum00209.asd" 378 0.028
"131480" "Spectrum00209.asd" 379 0.027
"131481" "Spectrum00209.asd" 380 0.026
"131482" "Spectrum00209.asd" 381 0.024
"131483" "Spectrum00209.asd" 382 0.023
"131484" "Spectrum00209.asd" 383 0.023
"131485" "Spectrum00209.asd" 384 0.024
"131486" "Spectrum00209.asd" 385 0.024
"131487" "Spectrum00209.asd" 386 0.022
"131488" "Spectrum00209.asd" 387 0.022
"131489" "Spectrum00209.asd" 388 0.022
"131490" "Spectrum00209.asd" 389 0.023
"131491" "Spectrum00209.asd" 390 0.022
"131492" "Spectrum00209.asd" 391 0.021
"131493" "Spectrum00209.asd" 392 0.025
"131494" "Spectrum00209.asd" 393 0.025
"131495" "Spectrum00209.asd" 394 0.021
"131496" "Spectrum00209.asd" 395 0.023
"131497" "Spectrum00209.asd" 396 0.024
"131498" "Spectrum00209.asd" 397 0.022
"131499" "Spectrum00209.asd" 398 0.02
"131500" "Spectrum00209.asd" 399 0.02
"131501" "Spectrum00209.asd" 400 0.021
"131502" "Spectrum00209.asd" 401 0.02
"131503" "Spectrum00209.asd" 402 0.017
"131504" "Spectrum00209.asd" 403 0.019
"131505" "Spectrum00209.asd" 404 0.021
"131506" "Spectrum00209.asd" 405 0.019
"131507" "Spectrum00209.asd" 406 0.02
"131508" "Spectrum00209.asd" 407 0.022
"131509" "Spectrum00209.asd" 408 0.02
"131510" "Spectrum00209.asd" 409 0.019
"131511" "Spectrum00209.asd" 410 0.02
"131512" "Spectrum00209.asd" 411 0.02
"131513" "Spectrum00209.asd" 412 0.02
"131514" "Spectrum00209.asd" 413 0.022
"131515" "Spectrum00209.asd" 414 0.023
"131516" "Spectrum00209.asd" 415 0.023
"131517" "Spectrum00209.asd" 416 0.024
"131518" "Spectrum00209.asd" 417 0.025
"131519" "Spectrum00209.asd" 418 0.023
"131520" "Spectrum00209.asd" 419 0.023
"131521" "Spectrum00209.asd" 420 0.023
"131522" "Spectrum00209.asd" 421 0.024
"131523" "Spectrum00209.asd" 422 0.024
"131524" "Spectrum00209.asd" 423 0.024
"131525" "Spectrum00209.asd" 424 0.024
"131526" "Spectrum00209.asd" 425 0.024
"131527" "Spectrum00209.asd" 426 0.023
"131528" "Spectrum00209.asd" 427 0.022
"131529" "Spectrum00209.asd" 428 0.021
"131530" "Spectrum00209.asd" 429 0.022
"131531" "Spectrum00209.asd" 430 0.024
"131532" "Spectrum00209.asd" 431 0.027
"131533" "Spectrum00209.asd" 432 0.027
"131534" "Spectrum00209.asd" 433 0.025
"131535" "Spectrum00209.asd" 434 0.024
"131536" "Spectrum00209.asd" 435 0.023
"131537" "Spectrum00209.asd" 436 0.023
"131538" "Spectrum00209.asd" 437 0.024
"131539" "Spectrum00209.asd" 438 0.025
"131540" "Spectrum00209.asd" 439 0.026
"131541" "Spectrum00209.asd" 440 0.025
"131542" "Spectrum00209.asd" 441 0.023
"131543" "Spectrum00209.asd" 442 0.024
"131544" "Spectrum00209.asd" 443 0.025
"131545" "Spectrum00209.asd" 444 0.025
"131546" "Spectrum00209.asd" 445 0.026
"131547" "Spectrum00209.asd" 446 0.026
"131548" "Spectrum00209.asd" 447 0.026
"131549" "Spectrum00209.asd" 448 0.026
"131550" "Spectrum00209.asd" 449 0.027
"131551" "Spectrum00209.asd" 450 0.026
"131552" "Spectrum00209.asd" 451 0.026
"131553" "Spectrum00209.asd" 452 0.026
"131554" "Spectrum00209.asd" 453 0.027
"131555" "Spectrum00209.asd" 454 0.028
"131556" "Spectrum00209.asd" 455 0.028
"131557" "Spectrum00209.asd" 456 0.028
"131558" "Spectrum00209.asd" 457 0.028
"131559" "Spectrum00209.asd" 458 0.028
"131560" "Spectrum00209.asd" 459 0.027
"131561" "Spectrum00209.asd" 460 0.027
"131562" "Spectrum00209.asd" 461 0.027
"131563" "Spectrum00209.asd" 462 0.028
"131564" "Spectrum00209.asd" 463 0.028
"131565" "Spectrum00209.asd" 464 0.028
"131566" "Spectrum00209.asd" 465 0.029
"131567" "Spectrum00209.asd" 466 0.029
"131568" "Spectrum00209.asd" 467 0.028
"131569" "Spectrum00209.asd" 468 0.028
"131570" "Spectrum00209.asd" 469 0.028
"131571" "Spectrum00209.asd" 470 0.028
"131572" "Spectrum00209.asd" 471 0.029
"131573" "Spectrum00209.asd" 472 0.029
"131574" "Spectrum00209.asd" 473 0.028
"131575" "Spectrum00209.asd" 474 0.028
"131576" "Spectrum00209.asd" 475 0.028
"131577" "Spectrum00209.asd" 476 0.03
"131578" "Spectrum00209.asd" 477 0.031
"131579" "Spectrum00209.asd" 478 0.03
"131580" "Spectrum00209.asd" 479 0.029
"131581" "Spectrum00209.asd" 480 0.029
"131582" "Spectrum00209.asd" 481 0.03
"131583" "Spectrum00209.asd" 482 0.031
"131584" "Spectrum00209.asd" 483 0.031
"131585" "Spectrum00209.asd" 484 0.03
"131586" "Spectrum00209.asd" 485 0.029
"131587" "Spectrum00209.asd" 486 0.03
"131588" "Spectrum00209.asd" 487 0.031
"131589" "Spectrum00209.asd" 488 0.032
"131590" "Spectrum00209.asd" 489 0.033
"131591" "Spectrum00209.asd" 490 0.032
"131592" "Spectrum00209.asd" 491 0.031
"131593" "Spectrum00209.asd" 492 0.032
"131594" "Spectrum00209.asd" 493 0.033
"131595" "Spectrum00209.asd" 494 0.033
"131596" "Spectrum00209.asd" 495 0.032
"131597" "Spectrum00209.asd" 496 0.032
"131598" "Spectrum00209.asd" 497 0.033
"131599" "Spectrum00209.asd" 498 0.034
"131600" "Spectrum00209.asd" 499 0.034
"131601" "Spectrum00209.asd" 500 0.035
"131602" "Spectrum00209.asd" 501 0.035
"131603" "Spectrum00209.asd" 502 0.034
"131604" "Spectrum00209.asd" 503 0.036
"131605" "Spectrum00209.asd" 504 0.039
"131606" "Spectrum00209.asd" 505 0.039
"131607" "Spectrum00209.asd" 506 0.039
"131608" "Spectrum00209.asd" 507 0.039
"131609" "Spectrum00209.asd" 508 0.04
"131610" "Spectrum00209.asd" 509 0.041
"131611" "Spectrum00209.asd" 510 0.043
"131612" "Spectrum00209.asd" 511 0.044
"131613" "Spectrum00209.asd" 512 0.045
"131614" "Spectrum00209.asd" 513 0.045
"131615" "Spectrum00209.asd" 514 0.045
"131616" "Spectrum00209.asd" 515 0.047
"131617" "Spectrum00209.asd" 516 0.048
"131618" "Spectrum00209.asd" 517 0.049
"131619" "Spectrum00209.asd" 518 0.052
"131620" "Spectrum00209.asd" 519 0.054
"131621" "Spectrum00209.asd" 520 0.054
"131622" "Spectrum00209.asd" 521 0.056
"131623" "Spectrum00209.asd" 522 0.057
"131624" "Spectrum00209.asd" 523 0.057
"131625" "Spectrum00209.asd" 524 0.057
"131626" "Spectrum00209.asd" 525 0.058
"131627" "Spectrum00209.asd" 526 0.061
"131628" "Spectrum00209.asd" 527 0.063
"131629" "Spectrum00209.asd" 528 0.064
"131630" "Spectrum00209.asd" 529 0.063
"131631" "Spectrum00209.asd" 530 0.062
"131632" "Spectrum00209.asd" 531 0.065
"131633" "Spectrum00209.asd" 532 0.067
"131634" "Spectrum00209.asd" 533 0.067
"131635" "Spectrum00209.asd" 534 0.068
"131636" "Spectrum00209.asd" 535 0.069
"131637" "Spectrum00209.asd" 536 0.067
"131638" "Spectrum00209.asd" 537 0.068
"131639" "Spectrum00209.asd" 538 0.07
"131640" "Spectrum00209.asd" 539 0.073
"131641" "Spectrum00209.asd" 540 0.073
"131642" "Spectrum00209.asd" 541 0.072
"131643" "Spectrum00209.asd" 542 0.072
"131644" "Spectrum00209.asd" 543 0.073
"131645" "Spectrum00209.asd" 544 0.074
"131646" "Spectrum00209.asd" 545 0.075
"131647" "Spectrum00209.asd" 546 0.076
"131648" "Spectrum00209.asd" 547 0.075
"131649" "Spectrum00209.asd" 548 0.076
"131650" "Spectrum00209.asd" 549 0.077
"131651" "Spectrum00209.asd" 550 0.077
"131652" "Spectrum00209.asd" 551 0.075
"131653" "Spectrum00209.asd" 552 0.076
"131654" "Spectrum00209.asd" 553 0.076
"131655" "Spectrum00209.asd" 554 0.076
"131656" "Spectrum00209.asd" 555 0.075
"131657" "Spectrum00209.asd" 556 0.074
"131658" "Spectrum00209.asd" 557 0.075
"131659" "Spectrum00209.asd" 558 0.075
"131660" "Spectrum00209.asd" 559 0.075
"131661" "Spectrum00209.asd" 560 0.076
"131662" "Spectrum00209.asd" 561 0.077
"131663" "Spectrum00209.asd" 562 0.075
"131664" "Spectrum00209.asd" 563 0.075
"131665" "Spectrum00209.asd" 564 0.074
"131666" "Spectrum00209.asd" 565 0.075
"131667" "Spectrum00209.asd" 566 0.075
"131668" "Spectrum00209.asd" 567 0.073
"131669" "Spectrum00209.asd" 568 0.072
"131670" "Spectrum00209.asd" 569 0.072
"131671" "Spectrum00209.asd" 570 0.074
"131672" "Spectrum00209.asd" 571 0.073
"131673" "Spectrum00209.asd" 572 0.071
"131674" "Spectrum00209.asd" 573 0.072
"131675" "Spectrum00209.asd" 574 0.071
"131676" "Spectrum00209.asd" 575 0.069
"131677" "Spectrum00209.asd" 576 0.069
"131678" "Spectrum00209.asd" 577 0.069
"131679" "Spectrum00209.asd" 578 0.069
"131680" "Spectrum00209.asd" 579 0.068
"131681" "Spectrum00209.asd" 580 0.068
"131682" "Spectrum00209.asd" 581 0.068
"131683" "Spectrum00209.asd" 582 0.068
"131684" "Spectrum00209.asd" 583 0.067
"131685" "Spectrum00209.asd" 584 0.067
"131686" "Spectrum00209.asd" 585 0.066
"131687" "Spectrum00209.asd" 586 0.065
"131688" "Spectrum00209.asd" 587 0.065
"131689" "Spectrum00209.asd" 588 0.065
"131690" "Spectrum00209.asd" 589 0.065
"131691" "Spectrum00209.asd" 590 0.066
"131692" "Spectrum00209.asd" 591 0.066
"131693" "Spectrum00209.asd" 592 0.065
"131694" "Spectrum00209.asd" 593 0.064
"131695" "Spectrum00209.asd" 594 0.065
"131696" "Spectrum00209.asd" 595 0.066
"131697" "Spectrum00209.asd" 596 0.066
"131698" "Spectrum00209.asd" 597 0.067
"131699" "Spectrum00209.asd" 598 0.067
"131700" "Spectrum00209.asd" 599 0.066
"131701" "Spectrum00209.asd" 600 0.066
"131702" "Spectrum00209.asd" 601 0.066
"131703" "Spectrum00209.asd" 602 0.066
"131704" "Spectrum00209.asd" 603 0.066
"131705" "Spectrum00209.asd" 604 0.066
"131706" "Spectrum00209.asd" 605 0.067
"131707" "Spectrum00209.asd" 606 0.066
"131708" "Spectrum00209.asd" 607 0.065
"131709" "Spectrum00209.asd" 608 0.064
"131710" "Spectrum00209.asd" 609 0.064
"131711" "Spectrum00209.asd" 610 0.065
"131712" "Spectrum00209.asd" 611 0.066
"131713" "Spectrum00209.asd" 612 0.064
"131714" "Spectrum00209.asd" 613 0.063
"131715" "Spectrum00209.asd" 614 0.062
"131716" "Spectrum00209.asd" 615 0.061
"131717" "Spectrum00209.asd" 616 0.063
"131718" "Spectrum00209.asd" 617 0.064
"131719" "Spectrum00209.asd" 618 0.062
"131720" "Spectrum00209.asd" 619 0.061
"131721" "Spectrum00209.asd" 620 0.061
"131722" "Spectrum00209.asd" 621 0.062
"131723" "Spectrum00209.asd" 622 0.063
"131724" "Spectrum00209.asd" 623 0.064
"131725" "Spectrum00209.asd" 624 0.063
"131726" "Spectrum00209.asd" 625 0.061
"131727" "Spectrum00209.asd" 626 0.062
"131728" "Spectrum00209.asd" 627 0.063
"131729" "Spectrum00209.asd" 628 0.063
"131730" "Spectrum00209.asd" 629 0.063
"131731" "Spectrum00209.asd" 630 0.062
"131732" "Spectrum00209.asd" 631 0.062
"131733" "Spectrum00209.asd" 632 0.063
"131734" "Spectrum00209.asd" 633 0.063
"131735" "Spectrum00209.asd" 634 0.062
"131736" "Spectrum00209.asd" 635 0.062
"131737" "Spectrum00209.asd" 636 0.062
"131738" "Spectrum00209.asd" 637 0.061
"131739" "Spectrum00209.asd" 638 0.06
"131740" "Spectrum00209.asd" 639 0.061
"131741" "Spectrum00209.asd" 640 0.062
"131742" "Spectrum00209.asd" 641 0.061
"131743" "Spectrum00209.asd" 642 0.061
"131744" "Spectrum00209.asd" 643 0.061
"131745" "Spectrum00209.asd" 644 0.06
"131746" "Spectrum00209.asd" 645 0.058
"131747" "Spectrum00209.asd" 646 0.056
"131748" "Spectrum00209.asd" 647 0.055
"131749" "Spectrum00209.asd" 648 0.056
"131750" "Spectrum00209.asd" 649 0.058
"131751" "Spectrum00209.asd" 650 0.058
"131752" "Spectrum00209.asd" 651 0.057
"131753" "Spectrum00209.asd" 652 0.055
"131754" "Spectrum00209.asd" 653 0.055
"131755" "Spectrum00209.asd" 654 0.055
"131756" "Spectrum00209.asd" 655 0.057
"131757" "Spectrum00209.asd" 656 0.058
"131758" "Spectrum00209.asd" 657 0.056
"131759" "Spectrum00209.asd" 658 0.054
"131760" "Spectrum00209.asd" 659 0.053
