"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"84864" "Spectrum00129.asd" 325 0.046
"84865" "Spectrum00129.asd" 326 0.042
"84866" "Spectrum00129.asd" 327 0.037
"84867" "Spectrum00129.asd" 328 0.035
"84868" "Spectrum00129.asd" 329 0.041
"84869" "Spectrum00129.asd" 330 0.046
"84870" "Spectrum00129.asd" 331 0.047
"84871" "Spectrum00129.asd" 332 0.038
"84872" "Spectrum00129.asd" 333 0.035
"84873" "Spectrum00129.asd" 334 0.045
"84874" "Spectrum00129.asd" 335 0.047
"84875" "Spectrum00129.asd" 336 0.043
"84876" "Spectrum00129.asd" 337 0.039
"84877" "Spectrum00129.asd" 338 0.041
"84878" "Spectrum00129.asd" 339 0.045
"84879" "Spectrum00129.asd" 340 0.039
"84880" "Spectrum00129.asd" 341 0.034
"84881" "Spectrum00129.asd" 342 0.04
"84882" "Spectrum00129.asd" 343 0.036
"84883" "Spectrum00129.asd" 344 0.028
"84884" "Spectrum00129.asd" 345 0.045
"84885" "Spectrum00129.asd" 346 0.052
"84886" "Spectrum00129.asd" 347 0.041
"84887" "Spectrum00129.asd" 348 0.037
"84888" "Spectrum00129.asd" 349 0.036
"84889" "Spectrum00129.asd" 350 0.035
"84890" "Spectrum00129.asd" 351 0.032
"84891" "Spectrum00129.asd" 352 0.029
"84892" "Spectrum00129.asd" 353 0.029
"84893" "Spectrum00129.asd" 354 0.036
"84894" "Spectrum00129.asd" 355 0.049
"84895" "Spectrum00129.asd" 356 0.045
"84896" "Spectrum00129.asd" 357 0.033
"84897" "Spectrum00129.asd" 358 0.036
"84898" "Spectrum00129.asd" 359 0.038
"84899" "Spectrum00129.asd" 360 0.036
"84900" "Spectrum00129.asd" 361 0.028
"84901" "Spectrum00129.asd" 362 0.027
"84902" "Spectrum00129.asd" 363 0.04
"84903" "Spectrum00129.asd" 364 0.043
"84904" "Spectrum00129.asd" 365 0.036
"84905" "Spectrum00129.asd" 366 0.031
"84906" "Spectrum00129.asd" 367 0.03
"84907" "Spectrum00129.asd" 368 0.032
"84908" "Spectrum00129.asd" 369 0.032
"84909" "Spectrum00129.asd" 370 0.03
"84910" "Spectrum00129.asd" 371 0.027
"84911" "Spectrum00129.asd" 372 0.025
"84912" "Spectrum00129.asd" 373 0.022
"84913" "Spectrum00129.asd" 374 0.023
"84914" "Spectrum00129.asd" 375 0.025
"84915" "Spectrum00129.asd" 376 0.028
"84916" "Spectrum00129.asd" 377 0.029
"84917" "Spectrum00129.asd" 378 0.027
"84918" "Spectrum00129.asd" 379 0.027
"84919" "Spectrum00129.asd" 380 0.026
"84920" "Spectrum00129.asd" 381 0.024
"84921" "Spectrum00129.asd" 382 0.024
"84922" "Spectrum00129.asd" 383 0.024
"84923" "Spectrum00129.asd" 384 0.023
"84924" "Spectrum00129.asd" 385 0.024
"84925" "Spectrum00129.asd" 386 0.027
"84926" "Spectrum00129.asd" 387 0.03
"84927" "Spectrum00129.asd" 388 0.031
"84928" "Spectrum00129.asd" 389 0.029
"84929" "Spectrum00129.asd" 390 0.028
"84930" "Spectrum00129.asd" 391 0.028
"84931" "Spectrum00129.asd" 392 0.027
"84932" "Spectrum00129.asd" 393 0.028
"84933" "Spectrum00129.asd" 394 0.03
"84934" "Spectrum00129.asd" 395 0.03
"84935" "Spectrum00129.asd" 396 0.028
"84936" "Spectrum00129.asd" 397 0.027
"84937" "Spectrum00129.asd" 398 0.026
"84938" "Spectrum00129.asd" 399 0.026
"84939" "Spectrum00129.asd" 400 0.024
"84940" "Spectrum00129.asd" 401 0.024
"84941" "Spectrum00129.asd" 402 0.025
"84942" "Spectrum00129.asd" 403 0.027
