"SPECTRAL.SIGNATURE" "SPECTRAL" "REFLECTANCE"
"45061" "Spectrum00070.asd" 325 0.037
"45062" "Spectrum00070.asd" 326 0.038
"45063" "Spectrum00070.asd" 327 0.027
"45064" "Spectrum00070.asd" 328 0.022
"45065" "Spectrum00070.asd" 329 0.04
"45066" "Spectrum00070.asd" 330 0.045
"45067" "Spectrum00070.asd" 331 0.035
"45068" "Spectrum00070.asd" 332 0.031
"45069" "Spectrum00070.asd" 333 0.03
"45070" "Spectrum00070.asd" 334 0.029
"45071" "Spectrum00070.asd" 335 0.036
"45072" "Spectrum00070.asd" 336 0.043
"45073" "Spectrum00070.asd" 337 0.035
"45074" "Spectrum00070.asd" 338 0.024
"45075" "Spectrum00070.asd" 339 0.02
"45076" "Spectrum00070.asd" 340 0.026
"45077" "Spectrum00070.asd" 341 0.038
"45078" "Spectrum00070.asd" 342 0.047
"45079" "Spectrum00070.asd" 343 0.035
"45080" "Spectrum00070.asd" 344 0.015
"45081" "Spectrum00070.asd" 345 0.026
"45082" "Spectrum00070.asd" 346 0.039
"45083" "Spectrum00070.asd" 347 0.043
"45084" "Spectrum00070.asd" 348 0.048
"45085" "Spectrum00070.asd" 349 0.049
"45086" "Spectrum00070.asd" 350 0.041
"45087" "Spectrum00070.asd" 351 0.031
"45088" "Spectrum00070.asd" 352 0.022
"45089" "Spectrum00070.asd" 353 0.026
"45090" "Spectrum00070.asd" 354 0.038
"45091" "Spectrum00070.asd" 355 0.051
"45092" "Spectrum00070.asd" 356 0.041
"45093" "Spectrum00070.asd" 357 0.024
"45094" "Spectrum00070.asd" 358 0.024
"45095" "Spectrum00070.asd" 359 0.033
"45096" "Spectrum00070.asd" 360 0.041
"45097" "Spectrum00070.asd" 361 0.032
"45098" "Spectrum00070.asd" 362 0.024
"45099" "Spectrum00070.asd" 363 0.03
"45100" "Spectrum00070.asd" 364 0.03
"45101" "Spectrum00070.asd" 365 0.026
"45102" "Spectrum00070.asd" 366 0.024
"45103" "Spectrum00070.asd" 367 0.025
"45104" "Spectrum00070.asd" 368 0.028
"45105" "Spectrum00070.asd" 369 0.029
"45106" "Spectrum00070.asd" 370 0.025
"45107" "Spectrum00070.asd" 371 0.019
"45108" "Spectrum00070.asd" 372 0.016
"45109" "Spectrum00070.asd" 373 0.017
"45110" "Spectrum00070.asd" 374 0.018
"45111" "Spectrum00070.asd" 375 0.02
"45112" "Spectrum00070.asd" 376 0.023
"45113" "Spectrum00070.asd" 377 0.025
"45114" "Spectrum00070.asd" 378 0.025
"45115" "Spectrum00070.asd" 379 0.023
"45116" "Spectrum00070.asd" 380 0.022
"45117" "Spectrum00070.asd" 381 0.023
"45118" "Spectrum00070.asd" 382 0.024
"45119" "Spectrum00070.asd" 383 0.025
"45120" "Spectrum00070.asd" 384 0.027
"45121" "Spectrum00070.asd" 385 0.024
"45122" "Spectrum00070.asd" 386 0.019
"45123" "Spectrum00070.asd" 387 0.018
"45124" "Spectrum00070.asd" 388 0.019
"45125" "Spectrum00070.asd" 389 0.024
"45126" "Spectrum00070.asd" 390 0.025
"45127" "Spectrum00070.asd" 391 0.023
"45128" "Spectrum00070.asd" 392 0.024
"45129" "Spectrum00070.asd" 393 0.024
"45130" "Spectrum00070.asd" 394 0.024
"45131" "Spectrum00070.asd" 395 0.024
